,total_route,single_distance,single_cargo_weight,single_cargo_volume,total_travel_time
1525,12,0.001166582,45.5,25.5,26.00001944
1526,11,0.000413272,27.5,14.5,14.00000689
1527,15,0.001166582,15,8,44.00001944
1528,17,0,50,28,42
1529,13,0.039268979,49.5,28.5,26.00065448
1530,24,0.003108468,30,17,28.00005181
1531,22,0.004117897,31.5,17.5,20.00006863
1532,27,0.000365648,20,10,14.00000609
1533,21,0.001595996,14.5,7.5,14.0000266
1534,28,0.0010446,17,10,12.00001741
1535,34,0.002416159,12,6,32.00004027
1536,41,0.002409909,36,20,50.00004017
1537,40,0.000229843,58,33,26.00000383
1538,42,5.81E-05,29.5,16.5,40.00000097
1539,45,0.00270168,47,27,26.00004503
1540,43,0.00334017,29,16,24.00005567
1541,48,0.00153299,27,15,32.00002555
1542,46,0.004004701,37.5,21.5,32.00006675
1543,57,0.00158319,38.5,22.5,38.00002639
1544,67,0.001518005,43.5,24.5,24.0000253
1545,63,0.001977455,26,14,22.00003296
1546,66,0.001345658,22.5,11.5,52.00002243
1547,58,0.001518005,61,35,6.0000253
1548,64,0.002410093,7,4,14.00004017
1549,76,0.00125694,16,9,16.00002095
1550,65,0.001446901,20,12,44.00002412
1551,83,0.002770635,50.5,28.5,10.00004618
1552,87,0.002919491,10,5,44.00004866
1553,99,0.002747689,50,28,22.00004579
1554,92,0.002423781,26,15,38.0000404
1555,100,0.002059243,45,26,30.00003432
1556,109,0.007376427,37.5,22.5,40.00012294
1557,115,0.008494501,45,25,28.00014158
1558,111,0.002954226,34.5,20.5,10.00004924
1559,116,0.003065986,11.5,6.5,46.0000511
1560,84,0.011566391,55,32,18.00019277
1561,79,0.001377329,21,12,22.00002296
1562,39,0.006178002,25,14,36.00010297
1563,44,0.000531121,41,23,34.00000885
1564,49,0.00467163,42,25,48.00007786
1565,35,0.003000308,55.5,31.5,48.00005001
1566,37,5.81E-05,56,32,48.00000097
1567,62,0.030076054,56.5,32.5,46.00050127
1568,50,0.002332832,56,33,22.00003888
1569,33,0.005967188,25.5,14.5,34.00009945
1570,29,0.002416159,42.5,25.5,12.00004027
1571,25,0.008938117,14,8,20.00014897
1572,19,0.00226339,20.5,10.5,22.00003772
1573,31,0.005939309,24.5,13.5,12.00009899
1574,36,0.001044996,13,7,32.00001742
1575,32,0.001103051,35,19,16.00001838
1576,20,0.004019679,16.5,8.5,14.00006699
1577,16,0.001811049,16,9,36.00003018
1578,10,0.001235242,44,26,34.00002059
1579,7,0.004314211,40,23,34.0000719
1580,9,0.000111195,40,23,8.000001853
1581,8,0.000174165,8.5,4.5,26.0000029
1582,5,0.006358883,28,15,58.00010598
1583,54,0.014151524,67.5,38.5,44.00023586
1584,61,0.013815643,51,29,24.00023026
1585,30,0.007907063,26,14,48.00013178
